Name,Overall Quality,Easiness,Hot,Department,College,Total Ratings
"Osadjan, Mark",5,4,Not Hot,Biology,UChicago,2
"Pan, Tao",2.2,2.5,Not Hot,Biology,UChicago,4
"Perlman, Robert",1,3,Not Hot,Biology,UChicago,1
"Pavlova, Iglika",3.6,3.7,Not Hot,Biology,UChicago,7
"Quintans, Jose",3.4,2.2,Not Hot,Biology,UChicago,5
"Richard, Hudson",5,5,Not Hot,Biology,UChicago,1
"Qaszmieh, Hani Tawfiq",,,Not Hot,Biology,UChicago,0
"Ross, Helaine",4.8,2,Not Hot,Biology,UChicago,2
"Ruddat, Manfred",4.2,4.5,Not Hot,Biology,UChicago,2
"Schaumbaum, Chris",,,Not Hot,Biology,UChicago,0
"Turkewitz, Aaron",3.5,4,Not Hot,Biology,UChicago,1
"Ulinski, Philip",4,5,Not Hot,Biology,UChicago,1
"Van Drongelen, Wim",,,Not Hot,Biology,UChicago,0
"Zaragoza, Rosemary",2.8,2.9,Not Hot,Biology,UChicago,12
"Barth, Alison",,,Not Hot,Biology,CMU,0
"Burkert, Amy",4.9,2.3,Not Hot,Biology,CMU,7
"Ettensohn, Charles",3.9,2.9,Not Hot,Biology,CMU,7
"Finkel, Jonathan",,,Not Hot,Biology,CMU,0
"Hackney, David",3,5,Not Hot,Biology,CMU,2
"Jones, Elizabeth",3,1.5,Not Hot,Biology,CMU,2
"Lanni, Frederick",3.6,2.3,Not Hot,Biology,CMU,9
"MacBeth, Mark",3.2,2,Not Hot,Biology,CMU,3
"Minden, John",3.5,3,Not Hot,Biology,CMU,2
"Subramanian, Shoba",4.5,4,Hot,Biology,CMU,1
"Botstein, David",3.5,3,Not Hot,Biology,Princeton,1
"Brody, Carlos",,,Not Hot,Biology,Princeton,0
"Dobson, Andrew",,,Not Hot,Biology,Princeton,0
"Gavis, Elizabeth",,,Not Hot,Biology,Princeton,0
"Hughson, Fred",,,Not Hot,Biology,Princeton,0
"Landweber, Laura",2.5,2,Not Hot,Biology,Princeton,1
"Ouyang, Jenny",,,Not Hot,Biology,Princeton,0
"Rose, Mark",3,3,Hot,Biology,Princeton,2
"Rosenberg, Leon",3,3,Not Hot,Biology,Princeton,1
"Wang, Samuel",,,Not Hot,Biology,Princeton,0
"Arnsten, Amy",4.5,3.5,Not Hot,Biology,Yale,2
"Alonzo, Suzanne",5,3.5,Hot,Biology,Yale,2
"Bascom-Slack, Carol",,,Not Hot,Biology,Yale,0
"Carlson, John",5,4,Not Hot,Biology,Yale,1
"Caccone, Gisella",,,Not Hot,Biology,Yale,0
"Dellaporta, Stephen",2.9,3.5,Hot,Biology,Yale,4
"Holley, Scott",,,Not Hot,Biology,Yale,0
"Lorena, Emilia",,,Not Hot,Biology,Yale,0
"Wells, Marta",5,3,Hot,Biology,Yale,3
"Zhong, Weiming",1.5,2,Not Hot,Biology,Yale,1
"Wolenski, Joseph",5,1,Not Hot,Biology,Yale,1
"Xiong, Yong",,,Hot,Biology,Yale,0
"Bartel, David",4,3,Not Hot,Biology,MIT,1
"Constantine-Paton, Martha",1.5,2.5,Not Hot,Biology,MIT,2
"Gardel, Claudette",3.5,2.4,Hot,Biology,MIT,5
"Jacks, Tyler",4.7,2.7,Hot,Biology,MIT,3
"King, Jonathan",4.5,4,Not Hot,Biology,MIT,1
"Lander, Eric",4.8,3.4,Hot,Biology,MIT,20
"Morejon, William",4.5,3,Hot,Biology,MIT,2
"Reddien, Peter",,,Not Hot,Biology,MIT,0
"Sauer, Robert",1.5,2,Not Hot,Biology,MIT,1
"Sive, Hazel",4.8,2.8,Not Hot,Biology,MIT,4
"Thilly, William",5,2,Hot,Biology,MIT,1
"Walker, Graham",5,4.7,Not Hot,Biology,MIT,7
"Weinberg, Robert",3.4,2.4,Not Hot,Biology,MIT,8
"Wurch, Louie",5,1.5,Hot,Biology,MIT,2
"Wurtman, Richard",4.5,3,Not Hot,Biology,MIT,2
"Akre, Karen",1.7,1.7,Hot,Biology,UTexas,3
"Abbott, John",5,2.6,Hot,Biology,UTexas,5
"Alam, Umar",,,Hot,Biology,UTexas,0
"Allen, ",,,Not Hot,Biology,UTexas,0
"Bargmann, William",3.9,2,Not Hot,Biology,UTexas,5
"Barth, Suzanne",4.7,3.7,Not Hot,Biology,UTexas,3
"Batterton, John",3.4,2,Not Hot,Biology,UTexas,20
"Bergeson, Susan",1.2,2.5,Not Hot,Biology,UTexas,2
"Blinkova, ",1.8,2.3,Not Hot,Biology,UTexas,6
"Borden, Erika",4.8,3,Hot,Biology,UTexas,5
"Brand, Jerry",3.2,2.5,Not Hot,Biology,UTexas,6
"Brown, Jeremy",5,3,Hot,Biology,UTexas,1
"Bryant, James",2.7,1.2,Not Hot,Biology,UTexas,6
"Bronson, Franklin",2.9,3,Not Hot,Biology,UTexas,4
"Brumbaugh, Sean",4.2,2.5,Hot,Biology,UTexas,2
"Bushart, Tom",3.2,2.1,Hot,Biology,UTexas,8
"Buskirk, Ruth",4.1,2.9,Not Hot,Biology,UTexas,15
"Chinnery-Allgeier, Brenda",3.3,3.2,Not Hot,Biology,UTexas,18
"Croft, Samantha",4,5,Hot,Biology,UTexas,1
"Davies, Nicola",3,1.9,Not Hot,Biology,UTexas,10
"Delozanne, Arturo",4.8,2.5,Not Hot,Biology,UTexas,2
"Draper, Moon",4.7,2.8,Not Hot,Biology,UTexas,5
"Earhart, Charles",2.5,1,Not Hot,Biology,UTexas,1
"Edmiston, ",2.8,1.2,Not Hot,Biology,UTexas,17
"English, ",3.5,2.7,Not Hot,Biology,UTexas,3
"Field, Leanne",4.5,1.5,Not Hot,Biology,UTexas,2
"Finklea, Beverly",3.6,1.3,Not Hot,Biology,UTexas,24
"Findell, Paul",2.8,1,Not Hot,Biology,UTexas,4
"Fischer, Janice",5,1,Hot,Biology,UTexas,1
"Fondon, John",4.5,2,Not Hot,Biology,UTexas,1
"Fowler, Norma",,,Not Hot,Biology,UTexas,0
"Franks, Ruth",4,5,Hot,Biology,UTexas,1
"Fritz, Jennifer",3.9,2.8,Not Hot,Biology,UTexas,22
"Gutell, Robin",,,Not Hot,Biology,UTexas,0
"Hall, David",5,3.5,Hot,Biology,UTexas,6
"Hansen, Debra H",3.2,3.2,Hot,Biology,UTexas,6
"Hansen, Anne ",,,Not Hot,Biology,UTexas,0
"Hawkes, Christine",3.5,2,Hot,Biology,UTexas,1
"Hillis, David",4.7,2,Hot,Biology,UTexas,3
"Hines, Mary",3.1,1.7,Not Hot,Biology,UTexas,6
"Johnson, Arlen",1,3,Not Hot,Biology,UTexas,2
"Jasper, Sharon",3.2,3,Not Hot,Biology,UTexas,9
"Kalthoff, Klaus",2.8,1.5,Not Hot,Biology,UTexas,11
"Kuziel, E.",3.5,1.5,Not Hot,Biology,UTexas,2
"Latham, Anita",3.7,2.6,Not Hot,Biology,UTexas,22
"Lagowski, Jeanne",1.8,1.8,Not Hot,Biology,UTexas,4
"Linder, Randal",4,2,Not Hot,Biology,UTexas,1
"Levin, Donald",2.5,2.1,Not Hot,Biology,UTexas,10
"Lloyd, Alan",,,Not Hot,Biology,UTexas,0
"Maas, Martha",3,2.6,Not Hot,Biology,UTexas,10
"Mabry, Tom",4.5,4,Not Hot,Biology,UTexas,1
"MacHart, Jan",3.9,2.3,Not Hot,Biology,UTexas,6
"Malouhi, Telad",5,4.5,Hot,Biology,UTexas,2
"Mathew, Seena",1.8,2,Not Hot,Biology,UTexas,3
"McAnelly, Mary",2.4,3.1,Not Hot,Biology,UTexas,7
"Matz, Mikhail",,,Not Hot,Biology,UTexas,0
"McMurry, Kay",4.7,3.3,Not Hot,Biology,UTexas,3
"Mehedy, Mona",2.5,1.2,Not Hot,Biology,UTexas,11
"Meyers, Lauren",,,Not Hot,Biology,UTexas,0
"Mihic, John",5,2,Not Hot,Biology,UTexas,1
"Mohanty, Sanghamitra",3,4.5,Not Hot,Biology,UTexas,2
"Moon, Jennifer",5,3.7,Hot,Biology,UTexas,7
"Morikawa, H",,,Not Hot,Biology,UTexas,0
"Moore, Barbara",3.3,2.2,Not Hot,Biology,UTexas,8
"Neubauer, ",4.4,2.5,Not Hot,Biology,UTexas,4
"Palmer, Julie",3.2,2.3,Not Hot,Biology,UTexas,3
"Panero, Jose",3,2.8,Not Hot,Biology,UTexas,10
"Patterson, Kristin",,,Not Hot,Biology,UTexas,0
"Paull, Tanya",1.8,1.7,Not Hot,Biology,UTexas,3
"Pianka, Eric",1.7,2.8,Not Hot,Biology,UTexas,6
"Pierson, Burton",3.5,1.4,Not Hot,Biology,UTexas,26
"Poenie, Martin",3,3,Not Hot,Biology,UTexas,1
"Pollak, George",4.2,2.8,Not Hot,Biology,UTexas,4
"Richardson, Richard",2,2.5,Not Hot,Biology,UTexas,2
"Riggs, Austen",1.6,3.2,Not Hot,Biology,UTexas,4
"Ryan, Mike",,,Not Hot,Biology,UTexas,0
"Sanders, Bob",3.6,2.8,Not Hot,Biology,UTexas,4
"Sarkar, Sahotra",1.8,2.7,Not Hot,Biology,UTexas,3
"Sathasivan, K. Sata",4.5,3.5,Not Hot,Biology,UTexas,16
"Saxena, Prathiba",1.7,2,Not Hot,Biology,UTexas,5
"Saxena, Inder",2.7,2.1,Not Hot,Biology,UTexas,15
"Schlaepfer, Martin",,,Not Hot,Biology,UTexas,0
"Schmerer, Matthew",2,2,Not Hot,Biology,UTexas,3
"Silverthorn, Dee",4.5,1.5,Not Hot,Biology,UTexas,2
"Singer, Michael",4.1,3.1,Not Hot,Biology,UTexas,7
"Simpson, Beryl",,,Not Hot,Biology,UTexas,0
"Stevens, Scott",3.5,1.4,Hot,Biology,UTexas,5
"Stanger Hall, Kathrin",3.6,2.1,Not Hot,Biology,UTexas,7
"Stearns, Frank",5,5,Not Hot,Biology,UTexas,1
"Takata, Steve",3.2,2,Not Hot,Biology,UTexas,6
"Walker, James",,,Not Hot,Biology,UTexas,0
"Wandelt, Jessie",3.3,2.1,Not Hot,Biology,UTexas,37
"Weiss, Elizabeth",3.9,1.3,Not Hot,Biology,UTexas,9
"Zakon, Harold",3.5,2.3,Not Hot,Biology,UTexas,3
"Zemelman, Boris",,,Not Hot,Biology,UTexas,0
"Zhao, Zaiming",3.3,3.2,Not Hot,Biology,UTexas,32
"Abrams, William",4.8,4.4,Hot,Biology,Stanford,5
"Baker, Bruce",3.5,3,Not Hot,Biology,Stanford,2
"Block, Barbara",1,3,Not Hot,Biology,Stanford,1
"Block, Steve",4,2.2,Not Hot,Biology,Stanford,4
"Connor, Judith",5,4,Not Hot,Biology,Stanford,1
"Deisseroth, Karl",,,Not Hot,Biology,Stanford,0
"Feldman, Macus",,,Not Hot,Biology,Stanford,0
"Fernald, Russell",2.8,2.5,Not Hot,Biology,Stanford,4
"Fukami, Tadashi",1.5,2,Not Hot,Biology,Stanford,1
"Gordon, Deborah",5,3,Hot,Biology,Stanford,1
"Hadly, Elizabeth",4.5,3,Hot,Biology,Stanford,1
"Herschlag, Daniel",,,Not Hot,Biology,Stanford,0
"Hurlbut, William",5,4,Hot,Biology,Stanford,2
"Levitt, Michael",,,Not Hot,Biology,Stanford,0
"Miller, Patrick",,,Not Hot,Biology,Stanford,0
"Palumbi, Stephen",2.8,2.5,Not Hot,Biology,Stanford,2
"Petrov, Dmitri",4,3,Hot,Biology,Stanford,1
"Rocca, ",,,Not Hot,Biology,Stanford,0
"Sapolsky, Robert",4.9,3.2,Not Hot,Biology,Stanford,16
"Schuh-Huerta, Sonya",,,Not Hot,Biology,Stanford,0
"Srinivasan, Balaji",4.8,2.5,Not Hot,Biology,Stanford,2
"Subeh, Mohammad",4,2,Hot,Biology,Stanford,1
"Wilber, Cindy",5,3,Not Hot,Biology,Stanford,1
"Alberts, Susan",3.6,3.5,Not Hot,Biology,Duke,8
"Armaleo, Daniele",4.7,2.2,Hot,Biology,Duke,17
"Baugh, Ryan",3.7,2.8,Not Hot,Biology,Duke,5
"Bejsovec, Amy",3.1,1.8,Not Hot,Biology,Duke,27
"Benfey, Philip",,,Not Hot,Biology,Duke,0
"Bernhardt, Emily",3.1,2,Not Hot,Biology,Duke,4
"Bishop, Kristin",,,Not Hot,Biology,Duke,0
"Broverman, Sherryl",3.5,3.4,Not Hot,Biology,Duke,37
"Buchler, Nicolas",4,2,Not Hot,Biology,Duke,3
"Christensen, ",4.3,3.6,Not Hot,Biology,Duke,12
"Churchill, Steven",4.3,3.3,Hot,Biology,Duke,20
"Clark, Margaret",1.8,3.7,Not Hot,Biology,Duke,6
"Coggins, Brian",3.5,2.7,Not Hot,Biology,Duke,10
"Corliss, Bruce",3.8,3.5,Hot,Biology,Duke,11
"Curtin, Amanda",4.7,4.7,Hot,Biology,Duke,3
"Cunningham, Cliff",3.8,3,Not Hot,Biology,Duke,13
"Dong, Xinnian",3.6,4,Not Hot,Biology,Duke,9
"Donohue, Kathleen",2.5,4,Not Hot,Biology,Duke,2
"Ford, Randall",,,Not Hot,Biology,Duke,0
"Goldstein, David",4.9,2.5,Hot,Biology,Duke,4
"Haase, Steven",3.3,2.4,Hot,Biology,Duke,22
"Hall, Bill",3.6,3,Not Hot,Biology,Duke,12
"Hill, Alison",3.4,3.1,Not Hot,Biology,Duke,25
"Hyman, Jeremy",4.1,3.1,Hot,Biology,Duke,14
"Johnsen, Sonke",3.6,2.7,Not Hot,Biology,Duke,6
"Kiehart, Daniel",3.1,2.5,Not Hot,Biology,Duke,10
"Lambert, Joanna",4.6,3.8,Hot,Biology,Duke,5
"Leal, Manuel",3.3,2.3,Not Hot,Biology,Duke,3
"Lemons, Paula",3.9,2.6,Not Hot,Biology,Duke,22
"Lechler, Terry",4.5,2,Hot,Biology,Duke,1
"Lutzoni, Francois",1.6,1.1,Not Hot,Biology,Duke,9
"Manos, Paul",4,3.2,Not Hot,Biology,Duke,20
"McShea, Daniel",4.4,3.5,Not Hot,Biology,Duke,6
"McClay, ",3.7,2.1,Not Hot,Biology,Duke,9
"Meng, Chen",4,3,Not Hot,Biology,Duke,1
"Mercer, John",2.5,2.6,Not Hot,Biology,Duke,10
"Mitchell-Olds, Thomas",3.9,3.6,Not Hot,Biology,Duke,5
"Molina, Santiago",,,Not Hot,Biology,Duke,0
"Motten, Alexander",4.2,2,Not Hot,Biology,Duke,13
"Nijhout, H. Frederik",2.7,2.4,Not Hot,Biology,Duke,5
"Noor, Julie",3,4,Not Hot,Biology,Duke,1
"Noor, Mohamed",4.9,3.7,Not Hot,Biology,Duke,20
"Nowicki, Steve",4.8,3.3,Not Hot,Biology,Duke,3
"Pei, Zhen-Ming",3.8,3.2,Not Hot,Biology,Duke,4
"Pippen, Jeff",5,4.7,Hot,Biology,Duke,3
"Pryer, Kathleen",3.3,3.2,Not Hot,Biology,Duke,6
"Rausher, Mark",1.5,1.5,Not Hot,Biology,Duke,13
"Reid, Chantal",2.5,3.5,Not Hot,Biology,Duke,20
"Rhodes, Jill",4.7,4.3,Hot,Biology,Duke,6
"Reynolds, James F.",2.7,2.8,Not Hot,Biology,Duke,13
"Scheirer, Dan",,,Not Hot,Biology,Duke,0
"Schultz, Thomas F",,,Not Hot,Biology,Duke,0
"Schwartz-Bloom, Rochelle",,,Not Hot,Biology,Duke,0
"Scott, Huettel",,,Not Hot,Biology,Duke,0
"Shaw, Jonathan",3.8,2.4,Not Hot,Biology,Duke,14
"Sherwood, Nina",1.8,1,Not Hot,Biology,Duke,2
"Sherwood, David",4.4,3.5,Not Hot,Biology,Duke,4
"Smith, Kathleen",5,3,Hot,Biology,Duke,2
"Spana, Eric",3.3,2.4,Not Hot,Biology,Duke,9
"Sun, Tai-Ping",2.2,3,Not Hot,Biology,Duke,10
"Uyenoyama, Marcy",3.5,2.5,Not Hot,Biology,Duke,2
"Vilgalys, Rytas",4.1,3.2,Not Hot,Biology,Duke,8
"Willard, Hunt",4.6,3,Hot,Biology,Duke,11
"Willis, John",4.3,3.2,Not Hot,Biology,Duke,6
"Wilson, William",2.9,2.6,Not Hot,Biology,Duke,7
"Wray, Gregory",4.2,3.7,Not Hot,Biology,Duke,26
"Yoder, Anne",4.2,3.7,Hot,Biology,Duke,3
"Braam, Janet",3.5,3,Not Hot,Biology,Rice,2
"Caprette, David",3.3,1.8,Not Hot,Biology,Rice,6
"Covington, Michael",,,Not Hot,Biology,Rice,0
"Danielle-Francoise, Anne",4.5,3,Not Hot,Biology,Rice,1
"Glantz, Ray",1,3,Not Hot,Biology,Rice,1
"Gomer, Richard",3.4,2.8,Not Hot,Biology,Rice,9
"Gustin, Mike",4.1,2.5,Not Hot,Biology,Rice,12
"Holland, Nat",4.5,4,Hot,Biology,Rice,1
"Meffert, Lisa",4.5,4.4,Not Hot,Biology,Rice,5
"Queller, David",3.5,3,Not Hot,Biology,Rice,1
"Shamoo, Yousif",4,2.2,Hot,Biology,Rice,5
"Siemann, Evan",2,2.7,Not Hot,Biology,Rice,3
"Sullender, Barry",4.7,3.7,Not Hot,Biology,Rice,3
"Tao, Yizhi",4,2,Hot,Biology,Rice,1
"Abraham, Leah",1.5,2,Hot,Biology,Tufts,2
"Beckwitt, Richard",3.8,4.2,Not Hot,Biology,Tufts,4
"Dane, Benjamin",3.7,2.3,Hot,Biology,Tufts,3
"Dawson, Dean",4,3,Not Hot,Biology,Tufts,1
"Ernst, Susan",3.6,2.5,Not Hot,Biology,Tufts,6
"Feldberg, Ross",4.1,2.3,Not Hot,Biology,Tufts,20
"Freudenriech, Catherine",3.5,2,Hot,Biology,Tufts,1
"Fuhrman, Juliet",4.7,3,Not Hot,Biology,Tufts,3
"Gaudette, Michelle",2,1.7,Not Hot,Biology,Tufts,23
"Koegel, Susan",5,4,Hot,Biology,Tufts,3
"Lynch, Margaret",3.6,2.4,Not Hot,Biology,Tufts,8
"McVey, Mitch",4.8,3.2,Hot,Biology,Tufts,8
"Mirkin, Sergei",5,1.3,Hot,Biology,Tufts,3
"Weiner, Susan",1.5,1.5,Not Hot,Biology,Tufts,4
"Ciolafeb, Stomal",,,Not Hot,Biomedical,Yale,0
"Ambrose, Scott",3.8,2.7,Hot,Business,Harvard,3
"Cumbo, James",4.8,2.7,Hot,Business,Harvard,6
"Russell, Robert",3.6,2.6,Not Hot,Business,Harvard,7
"White, Laura",,,Not Hot,Business,Harvard,0
"Braun, Phillip",5,1.8,Hot,Business,UChicago,6
"Deutsch, Waverly",5,3,Hot,Business,UChicago,1
"Fama, Eugene",4.5,1,Not Hot,Business,UChicago,1
"Gould, John",,,Not Hot,Business,UChicago,0
"Hahn, Richard",3,1,Not Hot,Business,UChicago,1
"Hastie, Reid",3.5,2.7,Not Hot,Business,UChicago,3
"Kashyap, Anil",1,2,Not Hot,Business,UChicago,1
"Murphy, Kevin",5,1,Not Hot,Business,UChicago,2
"Petrin, Amil",,,Not Hot,Business,UChicago,0
"Sapra, Haresh",4.5,3,Not Hot,Business,UChicago,1
"Schirr, Gary",5,4,Not Hot,Business,UChicago,1
"Thaler, Richard",2.5,5,Not Hot,Business,UChicago,1
"Veeneman, James",3.5,3.1,Hot,Business,UChicago,15
"Aven, Brandy",3.5,3.5,Hot,Business,CMU,2
"Babcock, Linda",4.5,4,Not Hot,Business,CMU,1
"Balasko, Yves",1.5,2,Not Hot,Business,CMU,1
"Clementi, Gianlucca",2.5,1,Not Hot,Business,CMU,1
"Culbertson, R.F.",3.8,3.5,Not Hot,Business,CMU,4
"Chow, Rosalind",3.2,2,Not Hot,Business,CMU,3
"Cofield, Milton",4.6,4.4,Not Hot,Business,CMU,11
"DeSantis, Mark",4.8,1.3,Hot,Business,CMU,3
"Deems, Julia",,,Not Hot,Business,CMU,0
"Fichman, Mark",3.1,2.9,Not Hot,Business,CMU,7
"Hannah, Andy",5,4,Not Hot,Business,CMU,1
"Hermann, Chad",4.4,2.9,Not Hot,Business,CMU,15
"Kalra, Ajay",4,3,Not Hot,Business,CMU,1
"Kekre, Sham",3.5,5,Not Hot,Business,CMU,2
"Kim, Tae Wan",4.2,3.7,Not Hot,Business,CMU,3
"Kirkpatrick, Claudia",4.7,3.2,Not Hot,Business,CMU,6
"Koerbel, Nancy",2.5,4,Not Hot,Business,CMU,1
"Lee, Terry",,,Not Hot,Business,CMU,0
"Liang, Pierre Jinghong",3.5,2,Not Hot,Business,CMU,1
"Margot, Francois",2.5,2,Not Hot,Business,CMU,1
"Prasnikar, Vesna",4.5,2,Not Hot,Business,CMU,1
"Rao, Uday",4,1,Not Hot,Business,CMU,1
"Ravi, R",4.5,2.5,Not Hot,Business,CMU,2
"Singh, Vishal",5,5,Not Hot,Business,CMU,1
"Stanton, Anthony",3.5,5,Not Hot,Business,CMU,1
"Trick, Michael",3.7,2.7,Not Hot,Business,CMU,3
"Tungate, David",4,4,Not Hot,Business,CMU,1
"Woolley, Anita",,,Not Hot,Business,CMU,0
"Lamont, Owen",,,Not Hot,Business,Yale,0
"Allen, Thomas",4,3,Not Hot,Business,MIT,3
"Cardoso, Fabio",5,3,Hot,Business,MIT,1
"Catalini, Christian",,,Not Hot,Business,MIT,0
"Gupta, Amar",3.5,4,Not Hot,Business,MIT,2
"Huang, Yasheng",,,Not Hot,Business,MIT,0
"Madnick, Stuart",4.5,4.3,Not Hot,Business,MIT,3
"Orlin, James",4.5,3.5,Not Hot,Business,MIT,2
"Sastry, Anjali",,,Not Hot,Business,MIT,0
"Zaman, Tauhid",,,Not Hot,Business,MIT,0
"Arnold, Patricia",3,4,Not Hot,Business,UTexas,1
"Aroian, Mihran",,,Not Hot,Business,UTexas,0
"Barrett, Michael ",2,3,Not Hot,Business,UTexas,1
"Brandl, Michael",4,1.7,Hot,Business,UTexas,15
"Bredeson, Dean",4.4,2.7,Hot,Business,UTexas,14
"Cherwitz, Richard",2,1.5,Not Hot,Business,UTexas,2
"Chitturi, Pallavi",4.2,3.5,Hot,Business,UTexas,2
"Cleveland, Lynda",2.6,2.8,Not Hot,Business,UTexas,25
"Donnellan, John",,,Not Hot,Business,UTexas,0
"Dukerich, Janet",5,4,Not Hot,Business,UTexas,1
"Encheva, Tatiana",,,Not Hot,Business,UTexas,0
"Hayward, Mathew",,,Not Hot,Business,UTexas,0
"Jue, Stephanie",5,4,Not Hot,Business,UTexas,1
"Meakin, Christopher",4.6,3.5,Hot,Business,UTexas,4
"McPherson, Muir",,,Not Hot,Business,UTexas,0
"Morrison, Ellen",,,Not Hot,Business,UTexas,0
"Mukherjee, Raj",4.5,5,Not Hot,Business,UTexas,1
"Prentice, Robert",5,2.3,Not Hot,Business,UTexas,3
"Spain, Linda",,,Not Hot,Business,UTexas,0
"Starnes, Jan",4.5,3.5,Hot,Business,UTexas,2
"Tuttle, Clint",4.1,3,Not Hot,Business,UTexas,21
"Verduzco, David",3.6,3.5,Not Hot,Business,UTexas,16
"Aaker, Jennifer",4,3.7,Hot,Business,Stanford,3
"Carrasquilla, Kurt",4.8,3.3,Hot,Business,Stanford,17
"Delancey, Natasha",,,Not Hot,Business,Stanford,0
"Hoylman, Florence",5,2.3,Hot,Business,Stanford,3
"Hannan, Michael T.",5,3,Hot,Business,Stanford,1
"Peterson, Joel",4.5,3,Hot,Business,Stanford,2
"Saloner, Garth",5,2,Hot,Business,Stanford,3
"Seba, Tony",2,5,Not Hot,Business,Stanford,1
"Wolfers, Justin",4.8,4,Hot,Business,Stanford,2
"Brav, Alon",4,2.5,Hot,Business,Duke,4
"Guillotin, Bertrand",,,Not Hot,Business,Duke,0
"Kamakura, Wagner",,,Not Hot,Business,Duke,0
"Rudner, Lawrence",4,2.4,Not Hot,Business,Duke,10
"Severinov, Sergi",,,Not Hot,Business,Duke,0
"Sheppard, Blair",,,Not Hot,Business,Duke,0
"Skender, Cj",4.5,3.2,Not Hot,Business,Duke,22
"Wang, Shouqiang",1,2,Not Hot,Business,Duke,1
"George, Jennifer",,,Not Hot,Business,Rice,0
"Li, Haiyang",4.5,2,Not Hot,Business,Rice,1
"Obodaru, Otilia",4,3,Hot,Business,Rice,1
"Uecker, Wil",3.5,1,Not Hot,Business,Rice,1
"Zavyalova, Anastaysia",2,4,Hot,Business,Rice,1
"Zeff, Stephen",,,Not Hot,Business,Rice,0
"Goldberg, Pamela",2.8,3.7,Not Hot,Business,Tufts,3
"Jacque, Laurent",4.5,3,Not Hot,Business,Tufts,2
"Laurent, Jaque",4,2,Not Hot,Business,Tufts,1
"Kelly, Stephen",5,3.7,Not Hot,Canadian Studies,Duke,3
"Moss, Jane",4.7,4,Not Hot,Canadian Studies,Duke,3
"Haller, Gary",1,5,Not Hot,Chemical Engineering,Yale,1
"Pfefferle, Lisa",1.8,2.7,Hot,Chemical Engineering,Yale,3
"Diyorio, ",2.7,4.3,Not Hot,Chemistry,Harvard,3
"Lane, Michael",5,3.2,Hot,Chemistry,Harvard,4
"Butler, Laurie",2.9,1.7,Not Hot,Chemistry,UChicago,13
"Freed, Karl",1.2,1.3,Not Hot,Chemistry,UChicago,6
"Gasyna, Zbigniew",1.5,1,Not Hot,Chemistry,UChicago,1
"Hillhouse, Greg",3.3,3.8,Not Hot,Chemistry,UChicago,6
"Kozmin, Sergey",3.1,1.8,Hot,Chemistry,UChicago,10
"Lee, Ka Yee",3.2,2,Not Hot,Chemistry,UChicago,2
"Levy, Donald",2.6,2.6,Not Hot,Chemistry,UChicago,5
"Mazziotti, David",4.5,4,Hot,Chemistry,UChicago,1
"Mrksich, Milan",3,2.3,Not Hot,Chemistry,UChicago,3
"Oka, Takashi",3,3.5,Not Hot,Chemistry,UChicago,10
"Peralta, Juan Marcelo",,,Not Hot,Chemistry,UChicago,0
"Shippy, Scott",,,Not Hot,Chemistry,UChicago,0
"Sibener, Steven",3.4,3.2,Not Hot,Chemistry,UChicago,4
"Tian, Bozhi",,,Not Hot,Chemistry,UChicago,0
"Vasilj, Jure",,,Not Hot,Chemistry,UChicago,0
"Yamamoto, Hisashi",,,Not Hot,Chemistry,UChicago,0
"YU, Luping",1.5,3,Not Hot,Chemistry,UChicago,2
"Yuen, Alvis",,,Not Hot,Chemistry,UChicago,0
"Zhao, Meishan",4.3,3.9,Not Hot,Chemistry,UChicago,7
"Armitage, Bruce",4.9,2.7,Hot,Chemistry,CMU,10
"Achim, Catalina",3.5,3,Not Hot,Chemistry,CMU,1
"Bernhard, Stefan",2.5,3,Not Hot,Chemistry,CMU,2
"Das, Subha",3.5,5,Not Hot,Chemistry,CMU,1
"Graul, Susan",3.6,3,Not Hot,Chemistry,CMU,6
"Hendrich, Michael",4,2,Hot,Chemistry,CMU,5
"Kaplan, Morton",1,2,Not Hot,Chemistry,CMU,1
"Kurnikova, Maria",2,2,Not Hot,Chemistry,CMU,1
"Mandal, Maumita",2.6,3.5,Not Hot,Chemistry,CMU,4
"Matyjaszewski, Krzysztof",4.2,2.5,Not Hot,Chemistry,CMU,2
"Noonan, Kevin",4.8,3,Hot,Chemistry,CMU,2
"Rastede, Lisa",,,Not Hot,Chemistry,CMU,0
"Rule, Gordon",4.8,3.1,Not Hot,Chemistry,CMU,8
"Ryabov, Alexander",4,4,Not Hot,Chemistry,CMU,1
"Sherwood, Gizelle",5,2,Not Hot,Chemistry,CMU,1
"Staley, Stuart",2.8,2,Not Hot,Chemistry,CMU,2
"Sumerlin, Brent",5,3,Hot,Chemistry,CMU,1
"Vuocolo, Lenny",3.2,2.5,Not Hot,Chemistry,CMU,14
"Warnock, Gary",3.3,2.5,Hot,Chemistry,CMU,11
"Washburn, Newell",4.4,3.2,Not Hot,Chemistry,CMU,4
"Yaron, David",3.8,3.5,Not Hot,Chemistry,CMU,2
"Bocarsly, Andrew",4.2,3.3,Not Hot,Chemistry,Princeton,3
"Bernasek, Steven",5,4,Not Hot,Chemistry,Princeton,1
"Coughlin, Fred",5,4,Not Hot,Chemistry,Princeton,1
"England, Michael",1,3,Not Hot,Chemistry,Princeton,1
